184306
50.9257115,-1.4151624
50.9209787,-1.4153428
50.922489,-1.4148614
50.9137609,-1.4154329
50.9105023,-1.4155077
50.9368667,-1.3812403
50.9367726,-1.3809835
50.938448,-1.384437
50.9382937,-1.3933204
50.9386163,-1.3891552
50.9357106,-1.407174
50.9372997,-1.4131191
50.9357873,-1.4197958
50.9363408,-1.4199842
50.937017,-1.4198695
50.9378217,-1.4185514
50.94055,-1.4075657
50.9357243,-1.420171
50.9372498,-1.4234189
50.9364214,-1.4212213
50.9366305,-1.4217258
50.9322946,-1.3952505
50.9324648,-1.3953147
50.9334365,-1.3956678
50.9342211,-1.3962495
50.9348876,-1.3964005
50.9351566,-1.396299
50.9356476,-1.3961013
50.9369001,-1.3963034
50.9378317,-1.396462
50.9380118,-1.3964867
50.9273011,-1.391514
50.9281776,-1.3911194
50.930212,-1.390636
50.9310083,-1.3907354
50.9632781,-1.4186551
50.9540167,-1.3739582
50.9551071,-1.3747288
50.9556765,-1.3758995
50.959792,-1.376762
50.9395047,-1.3633617
50.9487372,-1.3522491
50.9507541,-1.3511988
50.9564062,-1.4414028
50.9560422,-1.4460559
50.9552457,-1.4475452
50.9543783,-1.4525359
50.9684483,-1.3965699
50.9683993,-1.4062976
50.9671252,-1.4124492
50.9498304,-1.4132531
50.948465,-1.4134652
50.948055,-1.4132544
50.9658888,-1.4134972
50.958759,-1.4236564
50.9581282,-1.4249681
50.9564498,-1.4255668
50.9494542,-1.4327122
50.9490661,-1.4515277
50.9495849,-1.4505527
50.9498415,-1.44962
50.9490025,-1.4492468
50.9473399,-1.4442512
50.9481545,-1.4325342
50.9472316,-1.4299086
50.9470647,-1.427465
50.9465044,-1.4255653
50.9167752,-1.4065451
50.9174836,-1.4067843
50.9176014,-1.4068154
50.9178602,-1.4066484
50.9179636,-1.406463
50.918444,-1.4042078
50.9185265,-1.4038685
50.9148249,-1.4063431
50.9162957,-1.4064173
50.9104269,-1.4053762
50.9119035,-1.4060906
50.9122043,-1.4063521
50.9207615,-1.3675293
50.9210646,-1.369101
50.9212266,-1.3698231
50.9226909,-1.3612122
50.9225105,-1.3616747
50.9211093,-1.3627281
50.9207438,-1.3640628
50.941268,-1.3723605
50.9396964,-1.3662358
50.9074444,-1.4046008
50.9096819,-1.4047933
50.9105541,-1.4048766
50.9171453,-1.3714045
50.9186942,-1.3714388
50.9200401,-1.3700716
50.9202622,-1.3695435
50.9214991,-1.3689706
50.922664,-1.3684134
50.9239966,-1.3682986
50.9250084,-1.3679188
50.9261691,-1.3669742
50.9264979,-1.3658466
50.9125288,-1.4000689
50.9199448,-1.3953573
50.9230927,-1.3952716
50.9287968,-1.3853902
50.9309515,-1.3851127
50.9366554,-1.3804302
50.9393653,-1.3800227
50.9400302,-1.3794006
50.9421137,-1.3746825
50.9419386,-1.3736528
50.9071172,-1.4014959
50.9069115,-1.4034489
50.9114483,-1.3690228
50.9130904,-1.3698727
50.9145306,-1.3718899
50.9092972,-1.4016476
50.9192223,-1.3994809
50.8980479,-1.3790089
50.8989054,-1.3780588
50.9000162,-1.3774962
50.9015508,-1.3766952
50.9050559,-1.3742772
50.9074326,-1.3719745
50.9106009,-1.3671973
50.9145158,-1.3622233
50.9158297,-1.3600459
50.9177691,-1.3589561
50.9576275,-1.4045327
50.9552567,-1.4038049
50.9111581,-1.4010901
50.9104398,-1.4016423
50.9404874,-1.3755246
50.9410466,-1.3757717
50.9055101,-1.3893959
50.9050737,-1.3897151
50.9046569,-1.3900303
50.9043457,-1.3902304
50.9040006,-1.3904063
50.9032861,-1.3906123
50.8999622,-1.3912771
50.899403,-1.3914048
50.9148555,-1.4154048
50.9147569,-1.4220504
50.9146219,-1.4225514
50.9135368,-1.4006981
50.9132181,-1.4005406
50.9128914,-1.4004567
50.91266,-1.4004355
50.9123001,-1.4004976
50.9366562,-1.3782058
50.9083894,-1.3874098
50.9078814,-1.38794
50.9074147,-1.3883251
50.9071364,-1.3884815
50.9068306,-1.3886546
50.90621,-1.3890137
50.9057465,-1.3892862
50.9452726,-1.4057247
50.9114004,-1.3839367
50.9112293,-1.3840974
50.9091468,-1.3865185
50.9121683,-1.3894912
50.9119359,-1.3871937
50.9118851,-1.3866379
50.9118249,-1.3855632
50.9117898,-1.3842285
50.9165866,-1.4059893
50.916512,-1.4040712
